Chinese	Pinyin	POS	Thai
汽水	qìshuǐ	n	น้ำอัดลม
球队	qiúduì	n	ทีมกีฬา
球迷	qiúmí	n	แฟนกีฬา
气温	qìwēn	n	อุณหภูมิอากาศ
其中	qízhōng	n	ในบรรดา/ในนั้น
期中	qīzhōng	n	กลางภาคเรียน
取	qǔ	v	รับ/เอา
区	qū	n	เขต
全	quán	adj/adv	ทั้งหมด
全部	quánbù	n	ทั้งหมด
全都	quándōu	adv	ทั้งหมด/ล้วน
全球	quánqiú	n	ทั้งโลก
全身	quánshēn	n	ทั้งร่างกาย
区别	qūbié	v/n	แยกแยะ/ความแตกต่าง
取得	qǔdé	v	ได้รับ/บรรลุ
却	què	adv	แต่กลับ
缺	quē	v	ขาด/ขาดแคลน
缺点	quēdiǎn	n	ข้อบกพร่อง/ จุดอ่อน
缺少	quēshǎo	v	ขาด/มีไม่เพียงพอ
确实	quèshí	adv	จริงๆ/เป็นความจริง
取消	qǔxiāo	v	ยกเลิก
然而	rán'ér	conj	แต่อย่างไรก็ตาม
热闹	rènao	adj/v/n	คึกคัก/ครึกครื้น
仍	réng	adv	ยังคง
扔	rēng	v	โยน/ทิ้ง
仍然	réngrán	adv	ยังคง
任何	rènhé	pron	ใดๆก็ตาม
人生	rénshēng	n	ชีวิต/ชีวิตมนุษย์
人数	rénshù	n	จำนวนคน
任务	rènwu	n	ภารกิจ/หน้าที่
人员	rényuán	n	บุคลากร
日常	rìcháng	adj	ประจำวัน
日记	rìjì	n	ไดอารี่
日期	rìqī	n	วันที่
日子	rìzi	n	วันเวลา
入	rù	v	เข้า
入口	rùkǒu	n	ทางเข้า
入学	rùxué	v	เข้าเรียน
入住	rùzhù	v	เช็กอิน
散步	sànbù	v	เดินเล่น
扫码	sǎomǎ	v	สแกน QR code
森林	sēnlín	n	ป่า
商量	shāngliang	v	หารือ/ปรึกษา
上门	shàngmén	v	ไปถึงบ้าน
商品	shāngpǐn	n	สินค้า
伤心	shāngxīn	adj	เสียใจ/ทำให้เสียใจ
稍	shāo	adv	เล็กน้อย
少见	shǎojiàn	adj	หายาก
少量	shǎoliàng	adj	จำนวนน้อย
少年	shàonián	n	เด็กวัยรุ่น
少数	shǎoshù	n	ส่วนน้อย
稍微	shāowēi	adv	เล็กน้อย
社会	shèhuì	n	สังคม
身	shēn	n/mw	ร่างกาย
深	shēn	adj/adv	ลึก/มาก
身份证	shēnfènzhèng	n	บัตรประจำตัวประชาชน
剩	shèng	v	เหลือ
省	shěng	n	มณฑล
生	shēng	v	เกิด/ให้กำเนิด
生	shēng	adj/adv	ดิบ/ไม่คุ้นเคย
生命	shēngmìng	n	ชีวิต/สิ่งมีชีวิต
生意	shēngyi	n	ธุรกิจ/การค้า
申请	shēnqǐng	v	สมัคร/ขอ
甚至	shènzhì	conj	แม้แต่/กระทั่ง
摄氏度	shèshìdù	mw	องศาเซลเซียส
使	shǐ	v	ทำให้/ใช้
失败	shībài	v/adj	ล้มเหลว
市场	shìchǎng	n	ตลาด
十分	shífēn	adv	อย่างมาก
是否	shìfǒu	adv	ใช่หรือไม่
师傅	shīfu	n	ครู/ช่าง/อาจารย์/คนขับ
使馆	shǐguǎn	n	สถานทูต
适合	shìhé	v	เหมาะสม
实际	shíjì	n/adj	ความเป็นจริง
世纪	shìjì	n	ศตวรรษ
时间表	shíjiānbiǎo	n	ตารางเวลา
实际上	shíjìshàng	adv	ในความเป็นจริง
食品	shípǐn	n	อาหาร/ผลิตภัณฑ์อาหาร
视频	shìpín	n	วิดีโอ
市区	shìqū	n	เขตเมือง/ตัวเมือง
失去	shīqù	v	สูญเสีย
师生	shīshēng	n	ครูและนักเรียน
食堂	shítáng	n	โรงอาหาร
试题	shìtí	n	ข้อสอบ/โจทย์ข้อสอบ
失望	shīwàng	v/adj	ผิดหวัง
食物	shíwù	n	อาหาร
适应	shìyìng	v	ปรับตัว/คุ้นเคยกับ
使用	shǐyòng	v	ใช้งาน
实在	shízài	adj/adv	จริงๆ/ซื่อสัตย์
十字路口	shízì lùkǒu	expr	สี่แยก
首	shǒu	mw	ลักษณนาม(เพลง/บทกวี)
受不了	shòubuliǎo	v	ทนไม่ได้
首都	shǒudū	n	เมืองหลวง
收费	shōufèi	v	เก็บค่าธรรมเนียม
售票员	shòupiàoyuán	n	คนขายตั๋ว
收入	shōurù	v/n	รายได้
受伤	shòushāng	v	ได้รับบาดเจ็บ
收拾	shōushi	v	จัดเก็บ/เก็บของ
收听	shōutīng	v	รับฟัง
首先	shǒuxiān	adv/pron	ก่อนอื่น/อันดับแรก
数	shù	n/num	จำนวน/ตัวเลข
输	shū	v	แพ้/เสียให้
熟	shú/shóu	adj	สุก/คุ้นเคย
帅	shuài	adj	หล่อ
暑假	shǔjià	n	ปิดเทอมฤดูร้อน
数量	shùliàng	n	จำนวน/ปริมาณ
树林	shùlín	n	ป่าไม้/กลุ่มต้นไม้
顺便	shùnbiàn	adv	ถือโอกาส/ แวะทำ...ไปด้วย /ระหว่างทาง
顺利	shùnlì	adj	ราบรื่น
顺序	shùnxù	n	ลำดับ
说法	shuōfǎ	n	คำพูด/วิธีพูด
说明	shuōmíng	v/n	อธิบาย/คำอธิบาย
说明书	shuōmíngshū	n	คู่มือการใช้งาน
硕士	shuòshì	n	ปริญญาโท
熟悉	shúxi	v	คุ้นเคย/รู้จักดี
数字	shùzì	n	ตัวเลข
死	sǐ	v/adj/adv	ตาย/อย่างมาก
算	suàn	v/adv	นับว่า/คำนวณ
酸	suān	adj	เปรี้ยว
酸奶	suānnǎi	n	โยเกิร์ต
速度	sùdù	n	ความเร็ว
随便	suíbiàn	v/adj/conj	ตามสบาย/แล้วแต่/ลวก ๆ
随着	suízhe	prep	ตาม/ไปพร้อมกับ
塑料	sùliào	n	พลาสติก
孙女	sūnnǚ	n	หลานสาว
孙子	sūnzi	n	หลานชาย
所有	suǒyǒu	adj/v/n	ทั้งหมด/เป็นเจ้าของ
台	tái	mw/n	ลักษณนาม(เครื่องจักร/อุปกรณ์/ยานพาหนะ)/แท่น /เวที
抬	tái	v	ยก
态度	tàidù	n	ทัศนคติ
抬头	táitóu	v	เงยหน้า
弹	tán	v	เล่นเครื่องดนตรี
谈	tán	v	พูดคุย/สนทนา
趟	tàng	mw	เที่ยว/รอบ
躺	tǎng	v	นอนลง
汤	tāng	n	ซุป
讨论	tǎolùn	v	อภิปราย/ถกเถียง
讨厌	tǎoyàn	adj/v	น่ารำคาญ/เกลียด
特点	tèdiǎn	n	ลักษณะเฉพาะ/จุดเด่น
提	tí	v	หยิบยก/กล่าวถึง
填写	tiánxiě	v	กรอก (แบบฟอร์ม)
条件	tiáojiàn	n	เงื่อนไข
提出	tíchū	v	เสนอ/หยิบยก
提到	tídào	v	กล่าวถึง
提供	tígōng	v	จัดหา/มอบให้
体检	tǐjiǎn	v	ตรวจสุขภาพ/การตรวจสุขภาพ
停	tíng	v	หยุด
停车	tíngchē	v	จอดรถ
停车场	tíngchēchǎng	n	ที่จอดรถ
听力	tīnglì	n	ทักษะการฟัง/การได้ยิน
停止	tíngzhǐ	v	หยุด/ยุติ
听众	tīngzhòng	n	ผู้ฟัง
提前	tíqián	v	ล่วงหน้า/เร็วกว่ากำหนด
体温	tǐwēn	n	อุณหภูมิร่างกาย
提醒	tíxǐng	v	เตือน
体重	tǐzhòng	n	น้ำหนักตัว
痛	tòng	adj/adv	เจ็บปวด
桶	tǒng	n	ถัง
通	tōng	v/adj/mw	ผ่าน/ทะลุ
通过	tōngguò	v/prep	ผ่าน/โดยผ่าน
童年	tóngnián	n	วัยเด็ก
同时	tóngshí	n/conj	ในเวลาเดียวกัน
同样	tóngyàng	adj	เหมือนกัน
通知	tōngzhī	v/n	แจ้ง/ประกาศ
头痛	tóutòng	adj	ปวดหัว
图	tú	n/v	รูป/แผนภาพ/มุ่งหวัง
土	tǔ	n/adj	ดิน/เชย
推	tuī	v	ผลัก
推迟	tuīchí	v	เลื่อนออกไป
推出	tuīchū	v	เปิดตัว/เสนอ
脱	tuō	v	ถอด
图片	túpiàn	n	รูปภาพ
外出	wàichū	v	ออกไปข้างนอก
外套	wàitào	n	เสื้อคลุม
晚安	wǎn'ān	v	ราตรีสวัสดิ์
晚餐	wǎncān	n	อาหารเย็น
网购	wǎnggòu	v	ซื้อออนไลน์
往往	wǎngwǎng	adv	มักจะ
网页	wǎngyè	n	หน้าเว็บ
网友	wǎngyǒu	n	เพื่อนออนไลน์/ผู้ใช้อินเทอร์เน็ต
网址	wǎngzhǐ	n	URL/ที่อยู่เว็บ
完全	wánquán	adj/adv	สมบูรณ์/อย่างสมบูรณ์
袜子	wàzi	n	ถุงเท้า
为	wéi	v	เพื่อ/ให้/เพราะ/เป็น
味	wèi	n	รส/กลิ่น
味道	wèidào	n	รสชาติ/กลิ่น
卫生	wèishēng	adj/n	สุขอนามัย/สะอาดถูกสุขลักษณะ
危险	wēixiǎn	adj/n	อันตราย
闻	wén	v	ดมกลิ่น
温度	wēndù	n	อุณหภูมิ
文件	wénjiàn	n	เอกสาร/ไฟล์
文章	wénzhāng	n	บทความ
文字	wénzì	n	ตัวอักษร/ภาษาเขียน
无	wú	v	ไม่มี
午餐	wǔcān	n	อาหารกลางวัน
无法	wúfǎ	v	ไม่สามารถ
误会	wùhuì	v/n	เข้าใจผิด
无聊	wúliáo	adj	น่าเบื่อ
无论	wúlùn	conj	ไม่ว่า
污染	wūrǎn	v	ปนเปื้อน/มลพิษ
细	xì	adj	เล็ก/บาง/ละเอียด
吸	xī	v	ดูด/หายใจเข้า/สูด/ดูดซับ
下降	xiàjiàng	v	ลดลง
咸	xián	adj	เค็ม
鲜	xiān	adj	สด
项	xiàng	mw	รายการ/ข้อ
响	xiǎng	v/adj	ดัง/ส่งเสียง
香	xiāng	adj	หอม
相比	xiāngbǐ	v	เปรียบเทียบ
想法	xiǎngfǎ	n	ความคิด/ความเห็น
相反	xiāngfǎn	adj/conj	ตรงกันข้าม
相互	xiānghù	adv	ซึ่งกันและกัน
相同	xiāngtóng	adj	เหมือนกัน
详细	xiángxì	adj	ละเอียด
鲜花	xiānhuā	n	ดอกไม้สด
现金	xiànjīn	n	เงินสด
羡慕	xiànmù	v	อิจฉา
线上	xiànshàng	n	ออนไลน์
线下	xiànxià	n	ออฟไลน์
现有	xiànyǒu	v/adj	มีอยู่ปัจจุบัน
小吃	xiǎochī	n	อาหารว่าง/ของกินเล่น
效果	xiàoguǒ	n	ผล/ประสิทธิผล
笑话	xiàohua	n/v	เรื่องตลก/ล้อเล่น
小伙子	xiǎohuǒzi	n	หนุ่ม
小说	xiǎoshuō	n	นิยาย
消息	xiāoxi	n	ข่าว/ข้อมูล
小组	xiǎozǔ	n	กลุ่มเล็ก
西部	xībù	n	ภาคตะวันตก
血	xiě	n	เลือด
西红柿	xīhóngshì	n	มะเขือเทศ
心	xīn	n	หัวใจ
性	xìng	suffix	เพศ/คำเติมท้ายคำ"ความ-"/คุณสมบัติ/-ภาพ,-ลักษณะ
醒	xǐng	v	ตื่น
性别	xìngbié	n	เพศ
兴奋	xīngfèn	adj/v	ตื่นเต้น
幸福	xìngfú	n/adj	ความสุข
性格	xìnggé	n	นิสัยใจคอ/บุคลิก
星星	xīngxing	n	ดาว
信号	xìnhào	n	สัญญาณ
辛苦	xīnkǔ	adj	เหนื่อย/เหน็ดเหนื่อย/ลำบาก
心情	xīnqíng	n	อารมณ์/ความรู้สึก
信息	xìnxī	n	ข้อมูล/ข่าวสาร
信心	xìnxīn	n	ความมั่นใจ
熊	xióng	n	หมี
兄弟	xiōngdì	n	พี่น้องชาย
修	xiū	v	ซ่อม
修理	xiūlǐ	v	ซ่อมแซม
细心	xìxīn	adj	ละเอียดถี่ถ้วน
吸引	xīyǐn	v	ดึงดูด
许多	xǔduō	num	มากมาย
学费	xuéfèi	n	ค่าเล่าเรียน
学院	xuéyuàn	n	คณะ/วิทยาลัย
压	yā	v	กด/บีบ
牙膏	yágāo	n	ยาสีฟัน
压力	yālì	n	ความกดดัน
盐	yán	n	เกลือ
演	yǎn	v	แสดง
烟	yān	n	บุหรี่/ควัน
演唱	yǎnchàng	v	ร้องเพลง (การแสดง)
演出	yǎnchū	v	แสดง/การแสดง
养成	yǎngchéng	v	สร้างนิสัย
严格	yángé	adj/v	เข้มงวด
阳光	yángguāng	n	แสงแดด
样子	yàngzi	n	รูปลักษณ์/ท่าทาง
眼镜	yǎnjìng	n	แว่นตา
研究	yánjiū	v/n	วิจัย/การวิจัย
研究生	yánjiūshēng	n	นักศึกษาบัณฑิต
眼前	yǎnqián	n	ตรงหน้า/ปัจจุบัน/เฉพาะหน้า
演员	yǎnyuán	n	นักแสดง
严重	yánzhòng	adj	รุนแรง/ร้ายแรง
邀请	yāoqǐng	v	เชิญ
要是	yàoshi	conj	ถ้า
钥匙	yàoshi	n	กุญแจ
亚洲	Yàzhōu	n	เอเชีย
夜	yè	n/mw	กลางคืน
夜晚	yèwǎn	n	กลางคืน
也许	yěxǔ	adv	บางที
叶子	yèzi	n	ใบไม้
已	yǐ	adv	แล้ว
意见	yìjiàn	n	ความคิดเห็น
因此	yīncǐ	conj	ดังนั้น
以内	yǐnèi	n	ภายใน
赢	yíng	v	ชนะ
赢得	yíngdé	v	ได้รับ/ชนะ
应聘	yìngpìn	v	สมัครงาน
引起	yǐnqǐ	v	ก่อให้เกิด
印象	yìnxiàng	n	ความประทับใจ
一切	yíqiè	pron	ทุกสิ่ง
一生	yìshēng	n	ตลอดชีวิต
艺术	yìshù	n	ศิลปะ
勇敢	yǒnggǎn	adj	กล้าหาญ
用来	yònglái	v	ใช้เพื่อ
用于	yòngyú	v	ใช้ใน
永远	yǒngyuǎn	adv/n	ตลอดไป/นิรันดร์
由	yóu	prep	โดย/จาก
油	yóu	n	น้ำมัน
优点	yōudiǎn	n	ข้อดี
友好	yǒuhǎo	adj	เป็นมิตร
幽默	yōumò	adj	อารมณ์ขัน
尤其	yóuqí	adv	โดยเฉพาะ
友情	yǒuqíng	n	มิตรภาพ
有趣	yǒuqù	adj	น่าสนใจ
游玩	yóuwán	v	ท่องเที่ยว/เที่ยวเล่น
有效	yǒuxiào	adj	ได้ผล/มีประสิทธิภาพ
优秀	yōuxiù	adj	เยอดเยี่ยม/ดีเด่น
友谊	yǒuyì	n	มิตรภาพ
由于	yóuyú	prep/conj	เนื่องจาก
有着	yǒuzhe	v	มี/มีอยู่
与	yǔ	prep/conj	กับ/และ
原来	yuánlái	n/adj/adv	เดิมที/ที่แท้/ปรากฏว่า
远离	yuǎnlí	v	อยู่ห่าง
原谅	yuánliàng	v	ให้อภัย
原因	yuányīn	n	สาเหตุ
院长	yuànzhǎng	n	คณบดี/ผู้อำนวยการ
院子	yuànzi	n	ลานบ้าน
约	yuē	v/adv	นัด/ประมาณ
月饼	yuèbing	n	ขนมไหว้พระจันทร์
阅读	yuèdú	v/n	อ่าน/การอ่าน
月份	yuèfèn	n	เดือน
约会	yuēhuì	v/n	นัดเดต
语法	yǔfǎ	n	ไวยากรณ์
愉快	yúkuài	adj	สุขใจ/ร่าเริง
云	yún	n	เมฆ
允许	yǔnxǔ	v	อนุญาต
于是	yúshì	conj	ดังนั้น/จึง
预习	yùxí	v	ศึกษาล่วงหน้า
再次	zàicì	adv	อีกครั้ง
再说	zàishuō	v/conj	พูดอีก/อีกอย่าง
暂时	zànshí	adv/adj	ชั่วคราว/ในตอนนี้
暂停	zàntíng	v	หยุดชั่วคราว
早餐	zǎocān	n	อาหารเช้า
早晨	zǎochen	n	ตอนเช้า
杂志	zázhì	n	นิตยสาร
增加	zēngjiā	v	เพิ่ม
增长	zēngzhǎng	v	เติบโต/เพิ่มขึ้น
责任	zérèn	n	ความรับผิดชอบ
着	zháo	v	ผลสัมผัส/ติด/สำเร็จ(คำเสริมท้ายกิริยา)
着火	zháohuǒ	v	ไฟไหม้
招聘	zhāopìn	v	รับสมัครงาน
者	zhě	part	ผู้ที่...
证	zhèng	n	หลักฐาน/ใบรับรอง
整	zhěng	adj	ทั้ง.../ทั้งหมด/เรียบร้อย/จัดการ/ซ่อม
正常	zhèngcháng	adj	ปกติ
整个	zhěnggè	adj	ทั้งหมด
正好	zhènghǎo	adj/adv	พอดี/บังเอิญพอดี
证件	zhèngjiàn	n	เอกสารราชการ
整理	zhěnglǐ	v	จัดระเบียบ
证明	zhèngmíng	v/n	พิสูจน์/หนังสือรับรอง
正确	zhèngquè	adj	ถูกต้อง
正式	zhèngshì	adj	เป็นทางการ
真正	zhēnzhèng	adj/adv	แท้จริง/อย่างแท้จริง
值	zhí	v/adj	คุ้มค่า
指	zhǐ	v	ชี้
之	zhī	part	ของ/มัน/เขา (ภาษาทางการ/วรรณกรรม)
支持	zhīchí	v	สนับสนุน
指出	zhǐchū	v	ชี้ให้เห็น
值得	zhídé	v	คุ้มค่า
支付	zhīfù	v	ชำระเงิน
只好	zhǐhǎo	adv	จำเป็นต้อง
之后	zhīhòu	n	หลังจาก/หลัง..
之间	zhījiān	n	ระหว่าง..
直接	zhíjiē	adj	ตรงๆ/โดยตรง
纸巾	zhǐjīn	n	กระดาษทิชชู
质量	zhìliàng	n	คุณภาพ
之前	zhīqián	n	ก่อนหน้า
至少	zhìshǎo	adv	อย่างน้อย
知识	zhīshi	n	ความรู้
植物	zhíwù	n	พืช
职业	zhíyè	n	อาชีพ
之中	zhīzhōng	n	ในบรรดา/ท่ามกลาง
种	zhòng	v	ปลูก
重	zhòng	n/adj	น้ำหนัก/หนัก
中餐	zhōngcān	n	อาหารจีน
重点	zhòngdiǎn	n/adv	จุดสำคัญ
中年	zhōngnián	n	วัยกลางคน
重视	zhòngshì	v	ให้ความสำคัญ
周围	zhōuwéi	n	รอบๆ
祝	zhù	v	อวยพร
赚	zhuàn	v	หาเงิน/กำไร
转	zhuǎn	v	หัน/เปลี่ยน
转发	zhuǎnfā	v	ส่งต่อ/แชร์
装	zhuāng	v	บรรจุ/แต่งตัว
转机	zhuǎnjī	v	ต่อเครื่อง/จุดเปลี่ยน
专门	zhuānmén	adv/adj	โดยเฉพาะ
专业	zhuānyè	n/adj	สาขาวิชา/มืออาชีพ
祝贺	zhùhè	v	แสดงความยินดี
著名	zhùmíng	adj	มีชื่อเสียง
准	zhǔn	adj/adv	แม่นยำ/อนุญาต/เตรียมพร้อม
准确	zhǔnquè	adj	ถูกต้อง/แม่นยำ
准时	zhǔnshí	adj	ตรงเวลา
主意	zhǔyi	n	ความคิด/แผน
自	zì	prep	จาก/ด้วยตนเอง
资料	zīliào	n	ข้อมูล/เอกสาร
自然	zìrán	n/adj/adv	ธรรมชาติ/เป็นธรรมชาติ
自习	zìxí	v	เรียนด้วยตนเอง
仔细	zǐxì	adj	ละเอียด/รอบคอบ
自信	zìxìn	v/n/adj	มั่นใจ/ความมั่นใจ
自学	zìxué	v	เรียนรู้ด้วยตนเอง
总结	zǒngjié	v/n	สรุป
组	zǔ	n/v/mw	กลุ่ม /ชุด /ลักษณนาม(ชุด,กลุ่ม)/จัดเป็นกลุ่ม
租	zū	v	เช่า
最终	zuìzhōng	n	ท้ายที่สุด/ในที่สุด
尊重	zūnzhòng	v/adj	เคารพ
座	zuò	n/mw	ลักษณนาม(ภูเขา อาคาร สะพาน รูปปั้น ฯลฯ) / ที่นั่ง
做法	zuòfǎ	n	วิธีทำ
作家	zuòjiā	n	นักเขียน
做梦	zuòmèng	v	ฝัน
作品	zuòpǐn	n	ผลงาน
作为	zuòwéi	v/prep	เป็น/ในฐานะ
座位	zuòwèi	n	ที่นั่ง
作文	zuòwén	v/n	เขียนเรียงความ
作用	zuòyòng	n/v	ผล/บทบาท
左右	zuǒyòu	n/v	ซ้ายขวา/ประมาณ
作者	zuòzhě	n	ผู้เขียน
