Chinese	Pinyin	POS	Thai
结果	jiēguǒ	v	ผลลัพธ์
借鉴	jièjiàn	v	เรียนรู้จาก
接连	jiēlián	v/adv	อย่างต่อเนื่อง
节能	jiénéng	v	ประหยัดพลังงาน
结实	jiēshi	adj	แข็งแรง
解说	jiěshuō	v	ความเห็น
街头	jiētóu	n	ถนน
结尾	jiéwěi	v/n	สิ้นสุด
截至	jiézhì	v	ณ วันที่
截止	jiézhǐ	v	กำหนดเวลา
戒指	jièzhi	n	แหวน
借助	jièzhù	v	ด้วยความช่วยเหลือของ
节奏	jiézòu	n	จังหวะ
激发	jīfā	v	สร้างแรงบันดาลใจ
基金	jījīn	n	กองทุน
急救	jíjiù	v	การปฐมพยาบาล
季军	jìjūn	n	รองชนะเลิศอันดับสอง
激励	jīlì	v	สร้างแรงบันดาลใจ
纪律	jìlǜ	n	มีระเบียบวินัย
寂寞	jìmò	adj	เหงา
尽	jìn	v/（副）	ไอเสีย
进而	jìn’ér	conj	ต่อไป
进度	jìndù	n	ความคืบหน้า
金额	jīn'é	n	จำนวน
净	jìng	adj/adv	สุทธิ
井	jǐng	n	เอาล่ะ
警告	jǐnggào	v	คำเตือน
景观	jǐngguān	n	ภูมิทัศน์
精美	jīngměi	adj	ประณีต
精确	jīngquè	adj	แม่นยำ
惊人	jīngrén	adj	น่าทึ่งมาก
竞赛	jìngsài	v	การแข่งขัน
经商	jīngshāng	v	การทำธุรกิจ
精通	jīngtōng	v	เชี่ยวชาญ
镜头	jìngtóu	n	เลนส์
景象	jǐngxiàng	n	ฉาก
精心	jīngxīn	adj	อย่างระมัดระวัง
惊讶	jīngyà	adj	ประหลาดใจ
精致	jīngzhì	adj	ประณีต
颈椎	jǐngzhuī	n	กระดูกสันหลังส่วนคอ
精准	jīngzhǔn	adj	แม่นยำ
进化	jìnhuà	v	วิวัฒนาการ
近来	jìnlái	n	เมื่อเร็วๆ นี้
金牌	jīnpái	n	เหรียญทอง
金钱	jīnqián	n	เงิน
金融	jīnróng	n	การเงิน
近视	jìnshì	adj	สายตาสั้น
金属	jīnshǔ	n	โลหะ
进展	jìnzhǎn	v	ความคืบหน้า
金子	jīnzi	n	ทอง
技巧	jìqiǎo	n	ทักษะ
急切	jíqiè	adj	กระตือรือร้น
激情	jīqíng	n	ความหลงใหล
集团	jítuán	n	กลุ่ม
就读	jiùdú	v	ศึกษา
纠纷	jiūfēn	n	ข้อพิพาท
酒精	jiǔjīng	n	แอลกอฮอล์
舅舅	jiùjiu	n	ลุง
救命	jiùmìng	v	ช่วยด้วย
酒水	jiǔshuǐ	n	เครื่องดื่ม
就算	jiùsuàn	conj	แม้ว่า
救援	jiùyuán	v	ช่วยเหลือ
救灾	jiùzāi	v	บรรเทาสาธารณภัย
纠正	jiūzhèng	v	ถูกต้อง
救助	jiùzhù	v	ช่วยเหลือ
极为	jíwéi	adv	อย่างยิ่ง
吉祥	jíxiáng	adj	ฤกษ์ดี
机械	jīxiè	n/adj	เครื่องจักร
技艺	jìyì	n	ทักษะ
基因	jīyīn	n	ยีน
给予	jǐyǔ	v	ให้
机遇	jīyù	n	โอกาส
机制	jīzhì	n	กลไก
局1	jú	mw	สำนัก 1
局2	jú	n	สำนัก 2
卷	juàn	mw/n	ปริมาณ
卷	juǎn	v/n/mw	ปริมาณ
捐款	juānkuǎn	v/n	บริจาค
捐赠	juānzèng	v	บริจาค
剧本	jùběn	n	สคริปต์
举动	jǔdòng	n	การกระทำ
决策	juécè	v/n	การตัดสินใจ
绝望	juéwàng	v	ความสิ้นหวัง
菊花	júhuā	n	ดอกเบญจมาศ
聚集	jùjí	v	รวบรวม
俱乐部	jùlèbù	n	สโมสร
剧烈	jùliè	adj	รุนแรง
局面	júmiàn	n	สถานการณ์
军队	jūnduì	n	กองทัพบก
军人	jūnrén	n	ทหาร
均匀	jūnyún	adj	เครื่องแบบ
局限	júxiàn	v	ข้อจำกัด
开创	kāichuàng	v	สร้าง
开关	kāiguān	n	สวิตช์
开启	kāiqǐ	v	เปิดเครื่อง
开设	kāishè	v	เปิด
开头	kāitóu	v/n	เริ่มต้น
砍	kǎn	v	สับ
看不起	kànbuqǐ	v	มองลงไป
看待	kàndài	v	รักษา
看得起	kàndeqǐ	v	ราคาไม่แพง
康复	kāngfù	v	การกู้คืน
看好	kànhǎo	v	มองโลกในแง่ดี
看似	kànsì	v	ดูเหมือน
看中	kànzhòng	v	แฟนซี
看重	kànzhòng	v	ค่า
考察	kǎochá	v	การตรวจสอบ
考古	kǎogǔ	v/n	โบราณคดี
考核	kǎohé	v	การประเมิน
考验	kǎoyàn	v	ทดสอบ
卡片	kǎpiàn	n	การ์ด
科	kē	n	สาขา
客车	kèchē	n	รถยนต์นั่งส่วนบุคคล
科幻	kēhuàn	n	นิยายวิทยาศาสตร์
可口	kěkǒu	adj	อร่อย
可怜	kělián	adj/v	แย่
科目	kēmù	n	วิชา
肯	kěn	v	เคน
科普	kēpǔ	v	วิทยาศาสตร์ยอดนิยม
课题	kètí	n	หัวข้อ
渴望	kěwàng	v	ความปรารถนา
可行	kěxíng	adj	เป็นไปได้
空地	kòngdì	n	พื้นที่เปิดโล่ง
恐惧	kǒngjù	adj	ความกลัว
空闲	kòngxián	adj/n	ฟรี
扣	kòu	v/n	หัวเข็มขัด
口感	kǒugǎn	n	ลิ้มรส
口号	kǒuhào	n	สโลแกน
口腔	kǒuqiāng	n	ช่องปาก
口头	kǒutóu	n/adj	ออรัล
酷	kù	adj	เย็น
夸	kuā	v	โม้
会计	kuàijì	n	การบัญชี
快捷	kuàijié	adj	ด่วน
夸奖	kuājiǎng	v	สรรเสริญ
款	kuǎn	n/mw	เงิน
款式	kuǎnshì	n	สไตล์
夸张	kuāzhāng	adj	พูดเกินจริง
亏损	kuīsǔn	v	การสูญเสีย
困扰	kùnrǎo	v	มีปัญหา
扩展	kuòzhǎn	v	ขยาย
枯燥	kūzào	adj	น่าเบื่อ
啦	la	part	ลา
落	là	v	ตก
赖	lài	adj/v	ลาย
来临	láilín	v	กำลังมา
来往	láiwǎng	v	มาและไป
辣椒	làjiāo	n	พริก
拦	lán	v	หยุด
栏	lán	n	บาร์
烂	làn	adj	เน่าเสีย
狼	láng	n	หมาป่า
朗读	lǎngdú	v	อ่านออกเสียง
兰花	lánhuā	n	กล้วยไม้
牢	láo	n/adj	คุก
劳动力	láodònglì	n	กำลังแรงงาน
老实	lǎoshi	adj	ซื่อสัตย์
老鼠	lǎoshǔ	n	เมาส์
老太太	lǎotàitai	n	หญิงชรา
雷	léi	n	ฟ้าร้อง
类别	lèibié	n	หมวดหมู่
乐于	lèyú	v	มีความสุข
立	lì	v	ยืน
粒	lì	n/mw	ธัญพืช
理	lǐ	n/v	เหตุผล
晾	liàng	v	แห้ง
两岸	liǎng'àn	n	สองข้างทางของช่องแคบ
两极	liǎngjí	n	ไบโพลาร์
联合国	Liánhéguó	n	สหประชาชาติ
链接	liànjiē	v	ลิงค์
联网	liánwǎng	v	เครือข่าย
联想	liánxiǎng	v	เลอโนโว
料1	liào	n	วัสดุ 1
料2	liào	v	วัสดุ 2
理财	lǐcái	v	การจัดการทางการเงิน
立场	lìchǎng	n	ท่าทาง
力度	lìdù	n	ความเข้ม
历经	lìjīng	v	ผ่านไป
理科	lǐkē	n	วิทยาศาสตร์
淋	lín	v	ฝักบัว
凌晨	língchén	n	เช้าตรู่
历年	lìnián	n	ตลอดหลายปีที่ผ่านมา
理念	lǐniàn	n	แนวคิด
流程	liúchéng	n	กระบวนการ
流动	liúdòng	v	ไหล
浏览器	liúlǎnqì	n	เบราว์เซอร์
流量	liúliàng	n	การจราจร
流入	liúrù	v	ไหลเข้า
流通	liútōng	v	การไหลเวียน
例外	lìwài	v/n	ข้อยกเว้น
利息	lìxī	n	ดอกเบี้ย
理性	lǐxìng	adj/n	ความมีเหตุผล
露	lòu	v	เปิดเผย
楼道	lóudào	n	ทางเดิน
漏洞	lòudòng	n	ช่องโหว่
露1	lù	v	น้ำค้าง 1
率	lǜ	suffix	อัตรา
路程	lùchéng	n	ระยะทาง
旅程	lǚchéng	n	การเดินทาง
绿化	lǜhuà	v	เป็นสีเขียว
路况	lùkuàng	n	สภาพถนน
路面	lùmiàn	n	ทางเท้า
轮	lún	n/v/mw	ล้อ
轮船	lúnchuán	n	เรือ
轮流	lúnliú	v	ผลัดกัน
论坛	lùntán	n	ฟอรั่ม
轮椅	lúnyǐ	n	รถเข็นคนพิการ
轮子	lúnzi	n	ล้อ
落地	luòdì	v	ลงจอด
落后	luòhòu	v/adj	ถอยหลัง
旅途	lǚtú	n	การเดินทาง
录像	lùxiàng	v/n	วีดีโอ
履行	lǚxíng	v	เติมเต็ม
录用	lùyòng	v	รับสมัคร
录制	lùzhì	v	บันทึก
嘛	ma	part	เอาล่ะ
马虎	mǎhu	adj	เลอะเทอะ
埋	mái	v	ฝังศพ
迈	mài	v	ไหม
麦克风	màikèfēng	n	ไมโครโฟน
漫长	màncháng	adj	ยาว
盲人	mángrén	n	คนตาบอด
漫画	mànhuà	n	การ์ตูน
冒	mào	v	ความเสี่ยง
冒险	màoxiǎn	v	การผจญภัย
贸易	màoyì	n	การค้าขาย
码头	mǎtóu	n	ท่าเรือ
蚂蚁	mǎyǐ	n	มด
煤	méi	n	ถ่านหิน
美观	měiguān	adj	สวยงาม
梅花	méihuā	n	ดอกพลัม
眉毛	méimao	n	คิ้ว
密	mì	adj	ความลับ
棉	mián	n	ผ้าฝ้าย
免	miǎn	v	ฟรี
面部	miànbù	n	ใบหน้า
面粉	miànfěn	n	แป้ง
勉强	miǎnqiǎng	adj/v	อย่างไม่เต็มใจ
免税	miǎnshuì	v	ปลอดภาษี
免疫	miǎnyì	v	ภูมิคุ้มกัน
面子	miànzi	n	ใบหน้า
妙	miào	adj	วิเศษมาก
描绘	miáohuì	v	อธิบาย
描写	miáoxiě	v	อธิบาย
弥补	míbǔ	v	แต่งหน้าเพื่อ
密度	mìdù	n	ความหนาแน่น
灭	miè	v	ทำลาย
蜜蜂	mìfēng	n	ผึ้ง
密集	mìjí	v/adj	หนาแน่น
名额	míng'é	n	โควต้า
民歌	míngē	n	เพลงพื้นบ้าน
明亮	míngliàng	adj	สดใส
命令	mìnglìng	v/n	คำสั่ง
明明	míngmíng	adv	ชัดเจน
命名	mìngmíng	v	ชื่อ
名气	míngqi	n	ชื่อเสียง
名胜	míngshèng	n	สถานที่น่าสนใจ
民间	mínjiān	n	พื้นบ้าน
民俗	mínsú	n	ประเพณีพื้นบ้าน
民宿	mínsù	n	โฮมสเตย์
民众	mínzhòng	n	คน
民主	mínzhǔ	n/adj	ประชาธิปไตย
迷人	mírén	adj	มีเสน่ห์
模仿	mófǎng	v	เลียนแบบ
默默	mòmò	adv	เงียบ ๆ
模拟	mónǐ	v	การจำลอง
模特儿	mótèr	n	โมเดล
摩托车	mótuōchē	n	รถจักรยานยนต์
模型	móxíng	n	โมเดล
母	mǔ	adj	แม่
木材	mùcái	n	ไม้
目录	mùlù	n	ไดเรกทอรี
模样	múyàng	n	ลักษณะที่ปรากฏ
母语	mǔyǔ	n	ภาษาแม่
奶粉	nǎifěn	n	นมผง
难点	nándiǎn	n	ความยาก
南极洲	Nánjízhōu	n	แอนตาร์กติกา
南美洲	Nánměizhōu	n	อเมริกาใต้
难免	nánmiǎn	adj	หลีกเลี่ยงไม่ได้
脑袋	nǎodai	n	หัว
脑子	nǎozi	n	สมอง
内涵	nèihán	n	ความหมายแฝง
内科	nèikē	n	อายุรศาสตร์
内外	nèiwài	n	ภายในและภายนอก
内衣	nèiyī	n	ชุดชั้นใน
能量	néngliàng	n	พลังงาน
能源	néngyuán	n	พลังงาน
泥	ní	n	โคลน
年度	niándù	n	รายปี
念书	niànshū	v	การศึกษา
年终	niánzhōng	n	สิ้นปี
扭	niǔ	v	บิด
农产品	nóngchǎnpǐn	n	สินค้าเกษตร
浓厚	nónghòu	adj	หนา
农田	nóngtián	n	พื้นที่เพาะปลูก
暖	nuǎn	adj/v	อบอุ่น
暖气	nuǎnqì	n	เครื่องทำความร้อน
偶像	ǒuxiàng	n	ไอดอล
排除	páichú	v	ยกเว้น
排放	páifàng	v	การปล่อยมลพิษ
排练	páiliàn	v	ซ้อม
排名	páimíng	v	การจัดอันดับ
盘	pán	mw/（动）	จาน
庞大	pángdà	adj	ใหญ่โต
盼望	pànwàng	v	ความหวัง
泡	pào	n/v	ฟองสบู่
抛	pāo	v	โยน
配备	pèibèi	v/n	พร้อมอุปกรณ์
赔偿	péicháng	v	ค่าชดเชย
佩服	pèifú	v	ชื่นชม
配套	pèitào	v	สนับสนุน
陪同	péitóng	v	มาพร้อมกับ
培育	péiyù	v	ปลูกฝัง
喷	pēn	v	ฉีดน้ำ
捧	pěng	v/mw	กดค้างไว้
碰撞	pèngzhuàng	v	การชนกัน
皮	pí	n/adj	ผิว
披	pī	v	พี่
片刻	piànkè	n	สักครู่
片面	piànmiàn	adj	ด้านเดียว
骗子	piànzi	n	คนโกหก
飘	piāo	v/adj	หายไปกับสายลม
漂	piāo	v	ดริฟท์
疲劳	píláo	adj	ความเหนื่อยล้า
品尝	pǐncháng	v	ลิ้มรส
频道	píndào	n	ช่อง
频繁	pínfán	adj	บ่อยครั้ง
平等	píngděng	adj	ความเท่าเทียมกัน
平凡	píngfán	adj	ธรรมดา
平方	píngfāng	n/mw	สี่เหลี่ยมจัตุรัส
平方米	píngfāngmǐ	mw	ตารางเมตร
评估	pínggū	v	การประเมิน
评论	pínglùn	v/n	ความคิดเห็น
评选	píngxuǎn	v	การคัดเลือก
贫困	pínkùn	adj	ความยากจน
频率	pínlǜ	n	ความถี่
坡	pō	n/adj	ความลาดชัน
泼	pō	v	สาด
破产	pòchǎn	v	การล้มละลาย
迫切	pòqiè	adj	ด่วน
扑	pū	v	กระพือปีก
铺	pū	v	ร้านค้า
扑灭	pūmiè	v	วางไว้
朴素	pǔsù	adj	เรียบง่าย
恰当	qiàdàng	adj	เหมาะสม
恰好	qiàhǎo	adv	ถูกต้องเลย
牵	qiān	v	ตะกั่ว
枪	qiāng	n	ปืน
墙壁	qiángbì	n	ผนัง
强化	qiánghuà	v	เสริมสร้างความเข้มแข็ง
强迫	qiǎngpò	v	ถูกบังคับ
强壮	qiángzhuàng	adj/v	แข็งแรง
千家万户	qiānjiā-wànhù	—	หลายพันครัวเรือน
前景	qiánjǐng	n	กลุ่มเป้าหมาย
潜力	qiánlì	n	มีศักยภาพ
前期	qiánqī	n	ระยะเริ่มต้น
前提	qiántí	n	สถานที่ตั้ง
谦虚	qiānxū	adj/v	ถ่อมตัว
前者	qiánzhě	n	อดีต
瞧	qiáo	v	ดูสิ
桥梁	qiáoliáng	n	สะพาน
巧妙	qiǎomiào	adj	แยบยล
恰恰	qiàqià	adv	เผงเลย
起初	qǐchū	n	ในตอนแรก
起点	qǐdiǎn	n	จุดเริ่มต้น
启动	qǐdòng	v	เริ่มต้น
切实	qièshí	adj	ใช้งานได้จริง
启发	qǐfā	v	สร้างแรงบันดาลใจ
气氛	qìfēn	n	บรรยากาศ
其间	qíjiān	n	ในระหว่างนี้
清	qīng	adj/v	ชัดเจน
清晨	qīngchén	n	เช้าตรู่
青春	qīngchūn	n	เยาวชน
青春期	qīngchūnqī	n	วัยรุ่น
清淡	qīngdàn	adj	แสง
情节	qíngjié	n	พล็อต
清洁	qīngjié	adj	สะอาด
晴朗	qínglǎng	adj	ชัดเจน
清理	qīnglǐ	v	ทำความสะอาด
清扫	qīngsǎo	v	สะอาด
倾听	qīngtīng	v	ฟัง
清洗	qīngxǐ	v	สะอาด
清晰	qīngxī	adj	ชัดเจน
倾向	qīngxiàng	v/n	แนวโน้ม
情形	qíngxing	n	สถานการณ์
清醒	qīngxǐng	adj/v	ตื่นนอน
勤劳	qínláo	adj	ขยัน
亲密	qīnmì	adj	ความใกล้ชิด
亲属	qīnshǔ	n	ญาติ
欺骗	qīpiàn	v	หลอกลวง
齐全	qíquán	adj	เสร็จสมบูรณ์
启示	qǐshì	v/n	การตรัสรู้
启事	qǐshì	n	ประกาศ
气体	qìtǐ	n	แก๊ส
求	qiú	v	ถามหา
求婚	qiúhūn	v	เสนอ
求救	qiújiù	v	ขอความช่วยเหลือ
求职	qiúzhí	v	กำลังมองหางาน
求助	qiúzhù	v	ขอความช่วยเหลือ
期望	qīwàng	v	ความคาดหวัง
气味	qìwèi	n	กลิ่น
期限	qīxiàn	n	ระยะ
起源	qǐyuán	v/n	ต้นกำเนิด
气质	qìzhì	n	อารมณ์
棋子	qízǐ	n	ชิ้นหมากรุก
曲	qǔ	n	เพลง
娶	qǔ	v	แต่งงานกัน
券	quàn	n	คูปอง
圈	quān	n/v	วงกลม
全程	quánchéng	n	กระบวนการทั้งหมด
权力	quánlì	n	อำนาจ
取代	qǔdài	v	แทนที่
渠道	qúdào	n	ช่อง
确立	quèlì	v	สร้าง
缺陷	quēxiàn	n	ข้อบกพร่อง
区分	qūfēn	v	แยกแยะ
群众	qúnzhòng	n	มวลชน
趣味	qùwèi	n	น่าสนใจ
染	rǎn	v	สีย้อม
燃料	ránliào	n	เชื้อเพลิง
热点	rèdiǎn	n	ฮอตสปอต
热度	rèdù	n	ความร้อนแรง
热门	rèmén	n	เป็นที่นิยม
认错	rèncuò	v	ยอมรับความผิดพลาด
认定	rèndìng	v	ระบุ
仍旧	réngjiù	adv	ยังครับ
人工智能	réngōng zhìnéng	—	ปัญญาประดิษฐ์
人家	rénjia	pron	คน
人均	rénjūn	v	ต่อหัว
认可	rènkě	v	การอนุมัติ
人山人海	rénshān-rénhǎi	—	ฝูงชน
人士	rénshì	n	คน
人事	rénshì	n	บุคลากร
忍受	rěnshòu	v	อดทน
认同	rèntóng	v	เห็นด้วย
人为	rénwéi	adj	เทียม
人行道	rénxíngdào	n	ทางเท้า
认知	rènzhī	v	ความรู้ความเข้าใจ
热水器	rèshuǐqì	n	เครื่องทำน้ำอุ่น
热线	rèxiàn	n	สายด่วน
热议	rèyì	v	พูดคุยกันอย่างถึงพริกถึงขิง
日后	rìhòu	n	ในอนาคต
日前	rìqián	n	ไม่กี่วันที่ผ่านมา
日夜	rìyè	n	ทั้งกลางวันและกลางคืน
日益	rìyì	adv	มากขึ้นเรื่อยๆ
融合	rónghé	v	ฟิวชั่น
融化	rónghuà	v	ละลาย
容量	róngliàng	n	ความจุ
融入	róngrù	v	ผสมผสานเข้าด้วยกัน
荣誉	róngyù	n	เกียรติยศ
柔软	róuruǎn	adj	นุ่มนวล
入境	rùjìng	v	รายการ
入门	rùmén	v/n	เริ่มต้นใช้งาน
弱点	ruòdiǎn	n	จุดอ่อน
入选	rùxuǎn	v	เลือกแล้ว
撒	sǎ	v	แพร่กระจาย
塞	sāi	v/n	ปลั๊ก
赛事	sàishì	n	เหตุการณ์
散	sàn	v	กระจัดกระจาย
散	sǎn	v	กระจัดกระจาย
散发	sànfā	v	แจกจ่าย
丧失	sàngshī	v	สูญเสีย
嗓子	sǎngzi	n	คอหอย
散文	sǎnwén	n	ร้อยแก้ว
扫描	sǎomiáo	v	สแกน
杀	shā	v	ฆ่า
刹车	shāchē	v/n	เบรก
筛选	shāixuǎn	v	ตัวกรอง
扇	shàn	mw	แฟน
闪	shǎn	v	แฟลช
闪电	shǎndiàn	n	ฟ้าผ่า
山顶	shāndǐng	n	บนยอดเขา
山峰	shānfēng	n	ยอดเขา
商标	shāngbiāo	n	เครื่องหมายการค้า
上当	shàngdàng	v	โดนหลอก
上级	shàngjí	n	ซูพีเรียร์
上进	shàngjìn	v	ทำให้ก้าวหน้า
伤口	shāngkǒu	n	แผล
上市	shàngshì	v	จดทะเบียนแล้ว
上述	shàngshù	adj	ด้านบน
上台	shàngtái	v	มาบนเวทีกันเถอะ
伤亡	shāngwáng	v/n	ผู้เสียชีวิต
上旬	shàngxún	n	สิบวันแรก
伤员	shāngyuán	n	ได้รับบาดเจ็บ
山坡	shānpō	n	เนินเขา
少儿	shào'ér	n	เด็ก ๆ
鲨鱼	shāyú	n	ปลาฉลาม
社	shè	n	สังคม
射	shè	v	ยิง
涉及	shèjí	v	ที่เกี่ยวข้อง
射击	shèjī	v	ยิง
神	shén	n/adj	พระเจ้า
升2	shēng	mw	เพิ่มขึ้น 2
生成	shēngchéng	v	สร้าง
声调	shēngdiào	n	โทนเสียง
生命力	shēngmìnglì	n	ความมีชีวิตชีวา
生态	shēngtài	n	นิเวศวิทยา
升学	shēngxué	v	การศึกษาเพิ่มเติม
剩余	shèngyú	v	ที่เหลืออยู่
神经	shénjīng	n	เส้นประสาท
审美	shěnměi	v	สุนทรียศาสตร์
神奇	shénqí	adj	ขลัง
身心	shēnxīn	n	ร่างกายและจิตใจ
深夜	shēnyè	n	ตอนดึก
舌头	shétou	n	ลิ้น
摄像	shèxiàng	v	กล้อง
设想	shèxiǎng	v	ลองนึกภาพ
摄像头	shèxiàngtóu	n	กล้อง
识	shí	v	ความรู้
拾	shí	v	รับ
识别	shíbié	v	ระบุ
士兵	shìbīng	n	ทหาร
诗词	shīcí	n	บทกวี
适度	shìdù	adj	ปานกลาง
湿度	shīdù	n	ความชื้น
示范	shìfàn	v	การสาธิต
释放	shìfàng	v	ปล่อย
师父	shīfu	n	อาจารย์
诗歌	shīgē	n	บทกวี
时光	shíguāng	n	เวลา
事后	shìhòu	n	หลังจากนั้น
实话	shíhuà	n	ความจริง
实惠	shíhuì	n/adj	ราคาไม่แพง
时机	shíjī	n	เวลา
使劲	shǐjìn	v	ออกแรง
视觉	shìjué	n	วิสัยทัศน์
势力	shìlì	n	อำนาจ
视力	shìlì	n	วิสัยทัศน์
时尚	shíshàng	n/adj	แฟชั่น
实时	shíshí	adv	เวลาจริง
时速	shísù	n	ความเร็ว
试图	shìtú	v	ลอง
事务	shìwù	n	กิจการ
事项	shìxiàng	n	เรื่อง
适宜	shìyí	adj	เหมาะสม
石油	shíyóu	n	น้ำมัน
食欲	shíyù	n	ความอยากอาหาร
实质	shízhì	n	สาระสำคัญ
狮子	shīzi	n	สิงโต
十足	shízú	adj	เต็ม
手臂	shǒubì	n	แขน
收藏	shōucáng	v	คอลเลกชัน
手法	shǒufǎ	n	เทคนิค
收购	shōugòu	v	การได้มา
寿命	shòumìng	n	อายุการใช้งาน
收取	shōuqǔ	v	ค่าใช้จ่าย
手势	shǒushì	n	ท่าทาง
首要	shǒuyào	adj	ประการแรกและสำคัญที่สุด
收益	shōuyì	n	รายได้
受灾	shòuzāi	v	ภัยพิบัติ
竖	shù	adj/v/n	แนวตั้ง
属	shǔ	v	สกุล
衰老	shuāilǎo	adj	ริ้วรอยก่อนวัย
率领	shuàilǐng	v	ตะกั่ว
率先	shuàixiān	adv	เป็นผู้นำ
输出	shūchū	v	เอาท์พุท
书画	shūhuà	n	การประดิษฐ์ตัวอักษรและการวาดภาพ
水稻	shuǐdào	n	ข้าว
水库	shuǐkù	n	อ่างเก็บน้ำ
水流	shuǐliú	n	การไหลของน้ำ
水面	shuǐmiàn	n	ผิวน้ำ
水泥	shuǐní	n	ปูนซีเมนต์
书籍	shūjí	n	หนังสือ
树立	shùlì	v	สร้าง
书面	shūmiàn	adj	เขียน
数目	shùmù	n	ปริมาณ
瞬间	shùnjiān	n	สักครู่
薯片	shǔpiàn	n	มันฝรั่งทอด
输送	shūsòng	v	ถ่ายทอด
书写	shūxiě	v	การเขียน
数字化	shùzìhuà	v	การแปลงเป็นดิจิทัล
思路	sīlù	n	ไอเดีย
思念	sīniàn	v	คิดถึง
死亡	sǐwáng	v	ความตาย
松	sōng	adj/v	ต้นสน
艘	sōu	mw	เรือ
搜集	sōují	v	รวบรวม
算了	suànle	v/part	ลืมมันซะ
算是	suànshì	v/adv	แค่นั้นแหละ
虽	suī	conj	แม้ว่า
岁数	suìshu	n	อายุ
岁月	suìyuè	n	ปี
损坏	sǔnhuài	v	ได้รับความเสียหาย
损伤	sǔnshāng	v	ความเสียหาย
所2	suǒ	part	ดังนั้น 2
塑造	sùzào	v	รูปร่าง
素质	sùzhì	n	คุณภาพ
塔	tǎ	n	หอคอย
台风	táifēng	n	ไต้ฝุ่น
太空	tàikōng	n	พื้นที่
台球	táiqiú	n	บิลเลียด
太阳能	tàiyángnéng	n	พลังงานแสงอาทิตย์
烫	tàng	v/adj	ร้อน
糖果	tángguǒ	n	ลูกอม
汤圆	tāngyuán	n	ลูกข้าวเหนียว
谈论	tánlùn	v	พูดคุยเกี่ยวกับ
谈判	tánpàn	v	เจรจาต่อรอง
探索	tànsuǒ	v	สำรวจ
探讨	tàntǎo	v	หารือเกี่ยวกับ
弹性	tánxìng	n	ความยืดหยุ่น
逃	táo	v	หลบหนี
掏	tāo	v	ขุดออกมา
套餐	tàocān	n	แพ็คเกจ
逃跑	táopǎo	v	วิ่งหนี
淘气	táoqì	adj	ซน
淘汰	táotài	v	กำจัด
踏实	tāshi	adj	แน่วแน่
特	tè	adv	พิเศษ
特长	tècháng	n	ความเชี่ยวชาญพิเศษ
特地	tèdì	adv	โดยเฉพาะ
特定	tèdìng	adj	เฉพาะเจาะจง
特性	tèxìng	n	คุณสมบัติ
特意	tèyì	adv	จงใจ
田	tián	n	สนาม
添	tiān	v	ทิม
天才	tiāncái	n	อัจฉริยะ
添加	tiānjiā	v	เพิ่ม
田径	tiánjìng	n	ลู่และลาน
天然	tiānrán	adj	เป็นธรรมชาติ
天然气	tiānránqì	n	ก๊าซธรรมชาติ
天文	tiānwén	n	ดาราศาสตร์
天下	tiānxià	n	โลก
天真	tiānzhēn	adj	ไร้เดียงสา
调节	tiáojié	v	ปรับ
跳水	tiàoshuǐ	v	ดำน้ำ
题材	tícái	n	ธีม
体操	tǐcāo	n	ยิมนาสติก
贴近	tiējìn	v/adj	ปิด
体积	tǐjī	n	ปริมาณ
听话	tīnghuà	adj	เชื่อฟัง
听觉	tīngjué	n	การได้ยิน
听取	tīngqǔ	v	ฟัง
提取	tíqǔ	v	สารสกัด
提示	tíshì	v	เคล็ดลับ
体系	tǐxì	n	ระบบ
铜	tóng	n	ทองแดง
同伴	tóngbàn	n	สหาย
通道	tōngdào	n	ช่อง
通风	tōngfēng	v	การระบายอากาศ
同行	tóngháng	v/n	เพื่อนร่วมงาน
童话	tónghuà	n	เทพนิยาย
通话	tōnghuà	v	โทร
痛快	tòngkuài	adj	มีความสุข
同类	tónglèi	adj/n	คล้ายกัน
铜牌	tóngpái	n	เหรียญทองแดง
通信	tōngxìn	v	การสื่อสาร
通讯	tōngxùn	n	การสื่อสาร
通用	tōngyòng	v	สากล
透	tòu	v/adj	ผ่าน
偷	tōu	v/adv	ขโมย
透过	tòuguò	v	ผ่าน
透露	tòulù	v	เปิดเผย
透明	tòumíng	adj	โปร่งใส
头脑	tóunǎo	n	จิตใจ
投票	tóupiào	v	โหวต
投诉	tóusù	v	ร้องเรียน
偷偷	tōutōu	adv	แอบ
投资	tóuzī	v/n	การลงทุน
吐	tù	v	อาเจียน
吐	tǔ	v	อาเจียน
图案	tú'àn	n	รูปแบบ
团结	tuánjié	v/adj	ความสามัคคี
团体	tuántǐ	n	กลุ่ม
团圆	tuányuán	v	การรวมตัวใหม่
图表	túbiǎo	n	แผนภูมิ
徒弟	túdì	n	เด็กฝึกงาน
突发	tūfā	v	ฉับพลัน
推测	tuīcè	v	เก็งกำไร
退税	tuìshuì	v	การขอคืนภาษี
推销	tuīxiāo	v	โปรโมชั่น
推行	tuīxíng	v	ส่งเสริม
途径	tújìng	n	ทาง
吞	tūn	v	กลืน
拖	tuō	v	ลาก
拖延	tuōyán	v	ผัดวันประกันพรุ่ง
托运	tuōyùn	v	ฝากขาย
突破	tūpò	v	ความก้าวหน้า
土壤	tǔrǎng	n	ดิน
图像	túxiàng	n	รูปภาพ
挖	wā	v	ขุด
哇	wā	onom	ว้าว
