Chinese	Pinyin	POS	Thai
呼吸	hūxī	v	หายใจ
及	jí	conj	และ, กับ
级	jí	n/mw	ระดับ, ชั้น
集	jí	n/mw	ชุด, เล่ม; รวมตัว
系	jì	v	ผูก, เกี่ยวข้อง
挤	jǐ	v/adj	เบียด, บีบ, แออัด
架	jià	n/v/mw	ชั้นวาง; คู่(รถ) (ลักษณนาม)
甲	jiǎ	n	อันดับหนึ่ง, ตัวเอ (ก)
嘉宾	jiābīn	n	แขกผู้มีเกียรติ
家电	jiādiàn	n	เครื่องใช้ไฟฟ้าในบ้าน
加工	jiāgōng	v	แปรรูป, ผลิต
建	jiàn	v	สร้าง, ก่อสร้าง
键	jiàn	n	ปุ่ม(กด), กุญแจสำคัญ
捡	jiǎn	v	เก็บ, หยิบขึ้นมา
剪	jiǎn	v	ตัด(ด้วยกรรไกร)
剪刀	jiǎndāo	n	กรรไกร
减肥	jiǎnféi	v	ลดน้ำหนัก
讲话	jiǎnghuà	n	คำพูด, คำปราศรัย
将近	jiāngjìn	adv	เกือบจะ, ใกล้ถึง
讲究	jiǎngjiu	v/adj	พิถีพิถัน, เอาใจใส่รายละเอียด
奖励	jiǎnglì	v	ให้รางวัล
讲述	jiǎngshù	v	เล่า, บรรยาย
降水	jiàngshuǐ	v	ปริมาณน้ำฝน
讲座	jiǎngzuò	n	การบรรยาย, สัมมนา
渐渐	jiànjiàn	adv	ค่อยๆ, ทีละน้อย
艰苦	jiānkǔ	adj	ยากลำบาก
建立	jiànlì	v	สร้าง, ก่อตั้ง
简历	jiǎnlì	n	ประวัติย่อ(สมัครงาน)
键盘	jiànpán	n	แป้นพิมพ์
坚强	jiānqiáng	adj	เข้มแข็ง, แน่วแน่
建设	jiànshè	v	การก่อสร้าง, การพัฒนา
建造	jiànzào	v	สร้าง, ก่อสร้าง
简直	jiǎnzhí	adv	แทบจะ, เรียกได้ว่า
建筑	jiànzhù	v/n	สถาปัตยกรรม, สิ่งปลูกสร้าง
较	jiào	prep/adv	ค่อนข้าง, เปรียบเทียบ
浇	jiāo	v	รด, ราด(น้ำ)
脚步	jiǎobù	n	ฝีเท้า, รอยเท้า
教材	jiàocái	n	หนังสือเรียน, ตำรา
角度	jiǎodù	n	มุมมอง, มุม
交换	jiāohuàn	v	แลกเปลี่ยน
交往	jiāowǎng	v	คบหาสมาคม, ติดต่อกัน
交易	jiāoyì	v/n	การซื้อขาย, ธุรกรรม
加热	jiārè	v	ทำให้ร้อน, อุ่น(อาหาร)
假如	jiǎrú	conj	ถ้าหาก
加深	jiāshēn	v	ลึกซึ้งยิ่งขึ้น
驾驶	jiàshǐ	v	ขับขี่, ขับรถ
加速	jiāsù	v	เร่งความเร็ว
家务	jiāwù	n	งานบ้าน
驾照	jiàzhào	n	ใบขับขี่
价值	jiàzhí	n	คุณค่า, มูลค่า
疾病	jíbìng	n	โรค, ความเจ็บป่วย
季度	jìdù	n	ไตรมาส
结	jié	v/n	ผูกปม; ปม, ผล
届	jiè	mw	ครั้ง, สมัย (ลักษณนาม)
接触	jiēchù	v	สัมผัส, ติดต่อ
接待	jiēdài	v	ต้อนรับ
阶段	jiēduàn	n	ขั้นตอน, ช่วงระยะ
结构	jiégòu	n	โครงสร้าง
结合	jiéhé	v	รวมเข้าด้วยกัน
接近	jiējìn	v	เข้าใกล้
结论	jiélùn	n	บทสรุป, ข้อสรุป
节省	jiéshěng	v	ประหยัด
接收	jiēshōu	v	รับ(สัญญาณ/สิ่งของ)
及格	jígé	v	สอบผ่าน
机构	jīgòu	n	หน่วยงาน, องค์กร
集合	jíhé	v	รวมตัว, ชุมนุม
即将	jíjiāng	adv	ใกล้จะถึง, กำลังจะ
激烈	jīliè	adj	ดุเดือด, รุนแรง
记录	jìlù	v/n	บันทึก
纪录	jìlù	n	สถิติ (สถิติสูงสุด)
纪录片	jìlùpiàn	n	สารคดี
急忙	jímáng	adv	รีบร้อน, เร่งรีบ
紧	jǐn	adj/v	แน่น, ตึง
进步	jìnbù	v/adj	ก้าวหน้า, มีความคืบหน้า
近代	jìndài	n	ยุคใกล้ (ประวัติศาสตร์)
技能	jìnéng	n	ทักษะ, ความสามารถ
静	jìng	adj/v	เงียบสงบ
经典	jīngdiǎn	n/adj	คลาสสิก, ตำรับเก่าแก่
精力	jīnglì	n	เรี่ยวแรง, กำลังใจกาย
精神	jīngshen	n/adj	จิตใจ, จิตวิญญาณ
惊喜	jīngxǐ	adj	ประหลาดใจยินดี
经营	jīngyíng	v	ดำเนินกิจการ, บริหารธุรกิจ
纪念	jìniàn	v/n	รำลึกถึง, ที่ระลึก
纪念日	jìniànrì	n	วันครบรอบ
紧急	jǐnjí	adj	เร่งด่วน, ฉุกเฉิน
进口	jìnkǒu	v	นำเข้า
尽快	jǐnkuài	adv	โดยเร็วที่สุด
尽力	jìnlì	v	พยายามอย่างสุดความสามารถ
尽量	jǐnliàng	adv	พยายามให้มากที่สุดเท่าที่ทำได้
紧密	jǐnmì	adj	แน่นแฟ้น, ใกล้ชิด
近年来	jìnnián lái	—	ในช่วงไม่กี่ปีที่ผ่านมา
近期	jìnqī	n	ช่วงเร็วๆ นี้
近日	jìnrì	n	เมื่อเร็วๆ นี้
今日	jīnrì	n	วันนี้
谨慎	jǐnshèn	adj	ระมัดระวัง, รอบคอบ
进一步	jìnyíbù	adv	ต่อไปอีกขั้น, ยิ่งขึ้นไปอีก
极其	jíqí	adv	อย่างยิ่ง, สุดขีด
机器	jīqì	n	เครื่องจักร
机器人	jīqìrén	n	หุ่นยนต์
肌肉	jīròu	n	กล้ามเนื้อ
计算	jìsuàn	v	คำนวณ
计算机	jìsuànjī	n	คอมพิวเตอร์
集体	jítǐ	n	ส่วนรวม, กลุ่ม
救	jiù	v	ช่วยชีวิต, ช่วยเหลือ
酒吧	jiǔbā	n	บาร์
救护车	jiùhùchē	n	รถพยาบาล
就业	jiùyè	v	การมีงานทำ, การจ้างงาน
久远	jiǔyuǎn	adj	ยาวนาน (ในอดีต)
急需	jíxū	v	ต้องการอย่างเร่งด่วน
记忆	jìyì	v/n	ความทรงจำ
记载	jìzǎi	v	บันทึกไว้ (เป็นลายลักษณ์อักษร)
急诊	jízhěn	v/n	แผนกฉุกเฉิน, ตรวจฉุกเฉิน
集中	jízhōng	v/adj	รวมศูนย์, มีสมาธิจดจ่อ
据	jù	prep	ตาม, อ้างอิงจาก
距	jù	v	ระยะห่าง
捐	juān	v	บริจาค
具备	jùbèi	v	มีพร้อม, มีครบ
剧场	jùchǎng	n	โรงละคร
巨大	jùdà	adj	ใหญ่โต, มหาศาล
绝对	juéduì	adj/adv	อย่างแน่นอน, เด็ดขาด
决赛	juésài	v/n	รอบชิงชนะเลิศ
角色	juésè	n	บทบาท, ตัวละคร
决心	juéxīn	n/v	ความมุ่งมั่น, ความตั้งใจแน่วแน่
居民	jūmín	n	ผู้อยู่อาศัย, ชาวบ้าน
居然	jūrán	adv	อย่างไม่น่าเชื่อ, กลับกลายเป็นว่า
据说	jùshuō	v	ได้ยินว่า, เขาว่ากันว่า
具体	jùtǐ	adj/v	เฉพาะเจาะจง, ชัดเจน
具有	jùyǒu	v	มี(คุณสมบัติ)
居住	jūzhù	v	อาศัยอยู่
橘子	júzi	n	ส้ม (ผลไม้)
开发	kāifā	v	พัฒนา, บุกเบิก
开放	kāifàng	v/adj	เปิด, เปิดกว้าง
开幕	kāimù	v	เปิด(งาน/พิธี)
开幕式	kāimùshì	n	พิธีเปิด
开水	kāishuǐ	n	น้ำต้มสุก, น้ำร้อน
开通	kāitōng	v	เปิดใช้งาน
开业	kāiyè	v	เปิดกิจการแล้ว
开展	kāizhǎn	v	ดำเนินการ, จัดขึ้น
看	kān	v	เฝ้าดูแล, ดูแล
看望	kànwàng	v	เยี่ยมเยียน (ญาติผู้ใหญ่)
看作	kànzuò	v	มองว่าเป็น, ถือเป็น
靠	kào	v	พึ่งพา, อาศัย, ชิดติด
靠近	kàojìn	v	เข้าใกล้
颗	kē	mw	เม็ด, ผล (ลักษณนาม)
克服	kèfú	v	เอาชนะ(อุปสรรค)
客服	kèfú	adj	บริการลูกค้า
客观	kèguān	adj	เป็นกลาง, ตามความเป็นจริง
客户	kèhù	n	ลูกค้า
可见	kějiàn	conj	เห็นได้ชัดว่า, จึงเห็นได้ว่า
可靠	kěkào	adj	เชื่อถือได้, ไว้ใจได้
可怕	kěpà	adj	น่ากลัว
科研	kēyán	v	การวิจัยทางวิทยาศาสตร์
空间	kōngjiān	n	พื้นที่, ช่องว่าง
控制	kòngzhì	v	ควบคุม
空中	kōngzhōng	n/adj	กลางอากาศ
口袋	kǒudai	n	กระเป๋า(เสื้อ/กางเกง)
口味	kǒuwèi	n	รสชาติ
库	kù	n	คลัง, โกดัง
宽	kuān	adj/n/（动）	กว้าง
宽度	kuāndù	n	ความกว้าง
亏	kuī	v	ขาดทุน
昆虫	kūnchóng	n	แมลง
扩大	kuòdà	v	ขยายให้ใหญ่ขึ้น
来源	láiyuán	n/v	แหล่งที่มา
老百姓	lǎobǎixìng	n	ประชาชนทั่วไป, ชาวบ้าน
老板	lǎobǎn	n	เจ้านาย, นายจ้าง
劳动	láodòng	n/v	แรงงาน, ใช้แรงงาน
老公	lǎogōng	n	สามี (ภาษาพูด)
姥姥	lǎolao	n	คุณยาย (ฝ่ายแม่)
老婆	lǎopo	n	ภรรยา (ภาษาพูด)
姥爷	lǎoye	n	คุณตา (ฝ่ายแม่)
乐观	lèguān	adj	มองโลกในแง่ดี
泪	lèi	n	น้ำตา
类	lèi	n/mw	ประเภท, ชนิด
泪水	lèishuǐ	n	น้ำตา
类似	lèisì	v	คล้ายกับ
类型	lèixíng	n	ประเภท, รูปแบบ
乐趣	lèqù	n	ความสนุกสนาน, ความเพลิดเพลิน
梨	lí	n	ลูกแพร์
力	lì	n/suffix	แรง, กำลัง
恋爱	liàn'ài	v/n	ตกหลุมรัก, คบหาดูใจ
量	liàng	n	ปริมาณ, จำนวน
良好	liánghǎo	adj	ดี, ดีงาม
粮食	liángshi	n	ธัญพืช, เสบียงอาหาร
联合	liánhé	v/adj	รวมกัน, สหภาพ
连接	liánjiē	v	เชื่อมต่อ
连忙	liánmáng	adv	อย่างรีบด่วน
脸色	liǎnsè	n	สีหน้า
连续	liánxù	v	ต่อเนื่อง, ติดต่อกัน
了不起	liǎobuqǐ	adj	เยี่ยมยอด, น่าทึ่ง
列车	lièchē	n	ขบวนรถไฟ
离婚	líhūn	v	การหย่าร้าง
立即	lìjí	adv	ทันที
立刻	lìkè	adv	ทันที
力量	lìliàng	n	พลัง, กำลัง
理论	lǐlùn	n/v	ทฤษฎี
厘米	límǐ	mw	เซนติเมตร
铃	líng	n	กระดิ่ง, กระดิ่งไฟฟ้า
令	lìng	v/n	ทำให้, สั่งการ
领	lǐng	n/v	ปกเสื้อ; นำ, พา
领带	lǐngdài	n	เนคไท
领导	lǐngdǎo	v/n	ผู้นำ, นำ(องค์กร)
灵活	línghuó	adj	ยืดหยุ่น, คล่องตัว
领取	lǐngqǔ	v	รับ(สิ่งของ/เงิน)
领先	lǐngxiān	v	นำหน้า, เป็นผู้นำ
领域	lǐngyù	n	สาขา, แวดวง
临时	línshí	adv/adj	ชั่วคราว
利润	lìrùn	n	กำไร
里头	lǐtou	n	ข้างใน
流传	liúchuán	v	เผยแพร่, สืบทอด
流感	liúgǎn	n	ไข้หวัดใหญ่
浏览	liúlǎn	v	เรียกดู, ไล่ดูผ่านๆ
留言	liúyán	v/n	ฝากข้อความ
利益	lìyì	n	ผลประโยชน์
利用	lìyòng	v	ใช้ประโยชน์จาก
理由	lǐyóu	n	เหตุผล
离职	lízhí	v	ลาออกจากตำแหน่ง
龙	lóng	n	มังกร
漏	lòu	v	รั่ว, หลุดรอด
录	lù	v	บันทึก(เสียง/ภาพ)
陆地	lùdì	n	แผ่นดิน, พื้นดิน
论文	lùnwén	n	บทความวิชาการ, วิทยานิพนธ์
逻辑	luójí	n	ตรรกะ
录取	lùqǔ	v	รับเข้า (สอบเข้า/คัดเลือก)
路人	lùrén	n	คนเดินถนน, คนแปลกหน้าที่ผ่านไปมา
路线	lùxiàn	n	เส้นทาง
旅行社	lǚxíngshè	n	บริษัทนำเที่ยว
陆续	lùxù	adv	ทยอย, ต่อเนื่องกัน
录音	lùyīn	v/n	บันทึกเสียง
骂	mà	v	ด่า, ดุ
买卖	mǎimai	n	การซื้อขาย, ธุรกิจ
忙碌	mánglù	adj	ยุ่งมาก, ไม่ว่าง
满足	mǎnzú	v	ทำให้พอใจ, ตอบสนอง(ความต้องการ)
毛笔	máobǐ	n	พู่กันจีน
毛病	máobìng	n	ข้อบกพร่อง, ปัญหาเล็กน้อย
矛盾	máodùn	n/v/adj	ความขัดแย้ง
没法儿	méifǎr	v	ไม่มีทาง, ทำอะไรไม่ได้
玫瑰	méigui	n	กุหลาบ
魅力	mèilì	n	เสน่ห์
美术	měishù	n	วิจิตรศิลป์, ศิลปะ
媒体	méitǐ	n	สื่อ
美味	měiwèi	n	อร่อย
门诊	ménzhěn	v	แผนกผู้ป่วยนอก, ตรวจนอก
迷	mí	v	หลงใหล, คลั่งไคล้
面2	miàn	n	ด้าน, หน้า (ของสิ่งของ)
面积	miànjī	n	พื้นที่ (ตร.ม.)
面临	miànlín	v	เผชิญกับ
面向	miànxiàng	v	มุ่งสู่, สำหรับ
描述	miáoshù	v	บรรยาย, พรรณนา
迷路	mílù	v	หลงทาง
秘密	mìmì	adj/n	ความลับ; เป็นความลับ
命1	mìng	n	ชีวิต, ชะตาชีวิต
敏感	mǐngǎn	adj	ไวต่อความรู้สึก, อ่อนไหว
名称	míngchēng	n	ชื่อเรียก, นาม
名牌	míngpái	n	แบรนด์ดัง, ยี่ห้อมีชื่อ
名片	míngpiàn	n	นามบัตร
明确	míngquè	adj/v	ชัดเจน, แน่ชัด
明显	míngxiǎn	adj	ชัดเจน, เห็นได้ชัด
明星	míngxīng	n	ดารา, ผู้มีชื่อเสียง
命运	mìngyùn	n	โชคชะตา, ชะตากรรม
密切	mìqiè	adj/v	ใกล้ชิด, แนบแน่น
秘书	mìshū	n	เลขานุการ
摸	mō	v	สัมผัส, คลำ
模糊	móhu	adj/v	เลือนราง, พร่ามัว
陌生	mòshēng	adj	แปลกหน้า, ไม่คุ้นเคย
模式	móshì	n	รูปแบบ, โมเดล
某	mǒu	pron	บางคน, บาง...
目光	mùguāng	n	สายตา, แววตา
木头	mùtou	n	ไม้, ท่อนไม้
难得	nándé	adj	หายาก, ยากที่จะได้
难度	nándù	n	ความยากลำบาก, ระดับความยาก
难以	nányǐ	v	ยากที่จะ...
男子	nánzǐ	n	ผู้ชาย, บุรุษ
闹	nào	adj/v	เอะอะโวยวาย, มีเสียงดัง
闹钟	nàozhōng	n	นาฬิกาปลุก
哪怕	nǎpà	conj	แม้แต่, ถึงแม้ว่า
内部	nèibù	n	ภายใน
能干	nénggàn	adj	มีความสามารถ, เก่งงาน
念	niàn	v	อ่านออกเสียง, ท่อง
年初	niánchū	n	ต้นปี
年代	niándài	n	ยุคสมัย, ทศวรรษ
年纪	niánjì	n	อายุ
年夜饭	niányèfàn	n	อาหารเย็นวันส่งท้ายปีเก่า
牛仔裤	niúzǎikù	n	กางเกงยีนส์
浓	nóng	adj	เข้มข้น, หนา(หมอก/กลิ่น)
农民	nóngmín	n	ชาวนา
农业	nóngyè	n	เกษตรกรรม
女子	nǚzǐ	n	สตรี, ผู้หญิง
哦	ò	interj	อ๋อ (คำอุทาน)
偶然	ǒurán	adj	บังเอิญ
欧洲	Ōuzhōu	n	ยุโรป
派	pài	v/（名/量）	ส่ง(คน); พรรค, สำนัก
派出所	pàichūsuǒ	n	สถานีตำรวจ (ระดับตำบล)
排列	páiliè	v	จัดเรียง
拍摄	pāishè	v	ถ่ายภาพ, ถ่ายทำ
跑道	pǎodào	n	ลู่วิ่ง, ทางวิ่ง
赔	péi	v	ชดใช้, ชดเชย
配	pèi	v/adj	เข้าคู่กัน, ผสมพันธุ์
陪伴	péibàn	v	อยู่เป็นเพื่อน, เคียงข้าง
配合	pèihé	v	ให้ความร่วมมือ
配送	pèisòng	v	จัดส่ง
培训	péixùn	v	การฝึกอบรม
培养	péiyǎng	v	บ่มเพาะ, ปลูกฝัง
盆	pén	n	อ่าง, กะละมัง
碰	pèng	v	ชน, กระทบ
碰见	pèngjiàn	v	บังเอิญพบ
匹	pǐ	mw	ตัว (ลักษณนามม้า/ผ้า)
批1	pī	mw	ชุด, ล็อต (ลักษณนาม)
批2	pī	v	วิพากษ์วิจารณ์
骗	piàn	v	หลอกลวง
品	pǐn	suffix/（动）	สินค้า, ของ; ชิม
拼	pīn	v	ต่อ(กัน), สะกด
平	píng	adj/（动）	เรียบ, แบน; เสมอกัน
评	píng	v	วิจารณ์, ให้คะแนน
凭	píng	v/prep	อาศัย(หลักฐาน), โดยอาศัย
平安	píng'ān	adj	ปลอดภัย, สวัสดิภาพ
平衡	pínghéng	adj/v	สมดุล
评价	píngjià	v/n	ประเมินค่า, การประเมิน
凭借	píngjiè	v	อาศัย, โดยอาศัย(สิ่งใด)
平静	píngjìng	adj	สงบนิ่ง
平均	píngjūn	v/adj	เฉลี่ย
屏幕	píngmù	n	หน้าจอ
平台	píngtái	n	แพลตฟอร์ม
品牌	pǐnpái	n	ตราสินค้า, ยี่ห้อ
聘请	pìnqǐng	v	ว่าจ้าง
拼音	pīnyīn	v	พินอิน (สัทอักษรจีน)
品质	pǐnzhì	n	คุณภาพ
品种	pǐnzhǒng	n	ประเภท, สายพันธุ์
批准	pīzhǔn	v	อนุมัติ
破坏	pòhuài	v	ทำลาย
普及	pǔjí	v	เผยแพร่ให้แพร่หลาย
齐	qí	adj/（动/副）	เป็นระเบียบเรียบร้อย, พร้อมเพรียงกัน
其	qí	pron	ของเขา/มัน (สรรพนามแสดงความเป็นเจ้าของ)
欠	qiàn	v	เป็นหนี้, ค้างชำระ
浅	qiǎn	adj	ตื้น
签1	qiān	v	เซ็นชื่อ, ลงนาม
签订	qiāndìng	v	ลงนามทำสัญญา
墙	qiáng	n	กำแพง, ผนัง
抢	qiǎng	v	แย่งชิง, คว้า
强大	qiángdà	adj	ทรงพลัง, เข้มแข็ง
强调	qiángdiào	v	เน้นย้ำ
强度	qiángdù	n	ความเข้มข้น
抢救	qiǎngjiù	v	ช่วยเหลือฉุกเฉิน, ปฐมพยาบาลเร่งด่วน
强烈	qiángliè	adj	รุนแรง, เข้มข้น
前进	qiánjìn	v	ก้าวไปข้างหน้า
前来	qiánlái	v	มา (สู่ที่นี่)
签名	qiānmíng	v/n	ลายเซ็น
前途	qiántú	n	อนาคต, หนทางข้างหน้า
前往	qiánwǎng	v	มุ่งหน้าไปยัง
签字	qiānzì	v/n	เซ็นชื่อ, ลงนาม
悄悄	qiāoqiāo	adv	เงียบๆ, แอบทำ
期待	qīdài	v	ตั้งตารอคอย
切	qiē	v	ตัด, หั่น
奇迹	qíjì	n	ปาฏิหาริย์
期间	qījiān	n	ช่วงระยะเวลา
亲	qīn	adj/v	ที่รัก; จูบ, ใกล้ชิด
亲爱	qīn'ài	adj	ที่รัก, เป็นที่รัก
勤奋	qínfèn	adj	ขยันขันแข็ง
青	qīng	adj	เขียว, น้ำเงินอมเขียว
情感	qínggǎn	n	อารมณ์ความรู้สึก
请教	qǐngjiào	v	ขอคำแนะนำ, ขอความรู้
情景	qíngjǐng	n	สถานการณ์, ฉาก
请求	qǐngqiú	v/n	คำขอร้อง, การร้องขอ
情绪	qíngxù	n	อารมณ์
轻易	qīngyì	adj/adv	ง่ายดายเกินไป, มักจะ...ง่ายๆ
轻重	qīngzhòng	n	ความหนักเบา, ความสำคัญมากน้อย
亲朋好友	qīnpéng-hǎoyǒu	—	ญาติมิตร, เพื่อนฝูง
亲切	qīnqiè	adj	อบอุ่นใจ, เป็นกันเอง
亲情	qīnqíng	n	ความผูกพันในครอบครัว
亲人	qīnrén	n	ญาติ, คนในครอบครัว
亲自	qīnzì	adv	ด้วยตนเอง
穷	qióng	adj	ยากจน
气球	qìqiú	n	ลูกโป่ง
企业	qǐyè	n	องค์กร, กิจการ
汽油	qìyóu	n	น้ำมันเบนซิน
其余	qíyú	pron	ส่วนที่เหลือ
权	quán	n/（副）	อำนาจ, สิทธิ
劝	quàn	v	ชักชวน, เกลี้ยกล่อม
权利	quánlì	n	สิทธิ
全力	quánlì	n/adv	สุดกำลัง, เต็มที่
全面	quánmiàn	adj	ครอบคลุม, รอบด้าน
全体	quántǐ	n	ทั้งหมด, ทุกคน
全新	quánxīn	adj	ใหม่เอี่ยม, ใหม่ทั้งหมด
确保	quèbǎo	v	รับประกัน, ทำให้มั่นใจว่า
确定	quèdìng	adj/v	ตกลงแน่นอน, กำหนดชัดเจน
缺乏	quēfá	v	ขาดแคลน
确认	quèrèn	v	ยืนยัน
群	qún	mw/n	ฝูง, กลุ่ม
群体	qúntǐ	n	กลุ่มคน
去世	qùshì	v	เสียชีวิต, ถึงแก่กรรม
趋势	qūshì	n	แนวโน้ม, กระแส
区域	qūyù	n	เขตพื้นที่
燃烧	ránshāo	v	เผาไหม้
绕	rào	v	อ้อมรอบ, วนรอบ
热爱	rè'ài	v	รักอย่างลึกซึ้ง, หลงใหล
热量	rèliàng	n	ปริมาณความร้อน
热烈	rèliè	adj	อบอุ่น, กระตือรือร้น (บรรยากาศ)
认	rèn	v	ยอมรับ, จำได้
忍	rěn	v	อดทน, ทน
人才	réncái	n	บุคลากรความสามารถสูง
人工	réngōng	adj/n	ฝีมือมนุษย์, ประดิษฐ์ขึ้น
人际	rénjì	adj	ระหว่างบุคคล, มนุษยสัมพันธ์
人口	rénkǒu	n	ประชากร
人类	rénlèi	n	มนุษยชาติ
人力	rénlì	n	กำลังคน, แรงงาน
人民	rénmín	n	ประชาชน
人民币	rénmínbì	n	เงินหยวน (สกุลเงินจีน)
人群	rénqún	n	ฝูงชน, กลุ่มคน
人体	réntǐ	n	ร่างกายมนุษย์
人物	rénwù	n	บุคคล, ตัวละคร
热心	rèxīn	adj	กระตือรือร้น, ใจดีชอบช่วยเหลือ
日历	rìlì	n	ปฏิทิน
日用品	rìyòngpǐn	n	ของใช้ในชีวิตประจำวัน
如	rú	v/conj	เช่น, เหมือน
软	ruǎn	adj	อ่อนนุ่ม
软件	ruǎnjiàn	n	ซอฟต์แวร์
如此	rúcǐ	pron	เช่นนี้, ถึงเพียงนี้
如何	rúhé	pron	อย่างไร, ยังไง
如今	rújīn	n	ปัจจุบันนี้
弱	ruò	adj	อ่อนแอ
如同	rútóng	v	เหมือนกับ, ราวกับ
如下	rúxià	v	ดังต่อไปนี้
洒	sǎ	v	โปรย, สาด(น้ำ)
赛场	sàichǎng	n	สนามแข่งขัน
色彩	sècǎi	n	สีสัน
傻	shǎ	adj	โง่, งี่เง่า
晒	shài	v	ตากแดด, ผึ่งแดด
沙漠	shāmò	n	ทะเลทราย
删	shān	v	ลบ(ข้อความ)
扇	shān	v	พัด(ให้เกิดลม)
擅长	shàncháng	v	เก่ง, ถนัด(ด้าน)
删除	shānchú	v	ลบทิ้ง
赏	shǎng	v	ให้รางวัล, ปูนบำเหน็จ
伤	shāng	n/v	บาดแผล; บาดเจ็บ
上传	shàngchuán	v	อัปโหลด
伤害	shānghài	v	ทำร้าย, สร้างความเสียหาย
商家	shāngjiā	n	ผู้ค้า, ร้านค้า
商人	shāngrén	n	นักธุรกิจ
上升	shàngshēng	v	สูงขึ้น, เพิ่มขึ้น
商务	shāngwù	n	ธุรกิจการค้า
上下	shàngxià	n	บนล่าง, ประมาณ
商业	shāngyè	n	การพาณิชย์, ธุรกิจ
上涨	shàngzhǎng	v	ราคาสูงขึ้น
善良	shànliáng	adj	ใจดี, มีเมตตา
山区	shānqū	n	เขตภูเขา
善于	shànyú	v	เก่งด้าน, ถนัดใน
扇子	shànzi	n	พัด(เครื่องใช้)
烧	shāo	v/n	เผา, ก่อไฟหุงต้ม
烧烤	shāokǎo	n	บาร์บีคิว, ปิ้งย่าง
沙子	shāzi	n	ทราย
蛇	shé	n	งู
设备	shèbèi	n	อุปกรณ์, เครื่องมือ
舍不得	shěbude	v	อาลัยอาวรณ์, ไม่อยากจากลา/เสียไป
舍得	shěde	v	ยอมสละได้, ใจป้ำ
设计	shèjì	v/n	ออกแบบ
设立	shèlì	v	จัดตั้ง, ก่อตั้ง
伸	shēn	v	ยืด, เหยียด(แขน)
身材	shēncái	n	รูปร่าง(ทางกายภาพ)
深度	shēndù	n/adj	ความลึก; ลึกซึ้ง
身份	shēnfèn	n	ตัวตน, สถานภาพบุคคล
胜	shèng	v	ชนะ
省2	shěng	v	ประหยัด, ตัดทอน
升1	shēng	v	ขึ้น, เลื่อนขึ้น
生产	shēngchǎn	v	ผลิต
生存	shēngcún	v	เอาชีวิตรอด, ดำรงชีวิต
生动	shēngdòng	adj	มีชีวิตชีวา, สดใสน่าสนใจ
省份	shěngfèn	n	มณฑล(ในจีน)
省会	shěnghuì	n	เมืองหลวงของมณฑล
升级	shēngjí	v	อัปเกรด, ยกระดับ
胜利	shènglì	v	ชัยชนะ
升温	shēngwēn	v	อุณหภูมิสูงขึ้น, กระแสร้อนแรงขึ้น
生物	shēngwù	n	ชีววิทยา, สิ่งมีชีวิต
生肖	shēngxiào	n	นักษัตร, ปีเกิด(สัตว์ประจำปี)
生长	shēngzhǎng	v	เจริญเติบโต
深厚	shēnhòu	adj	ลึกซึ้ง, แน่นแฟ้น
神话	shénhuà	n	เทพนิยาย, ตำนาน
深刻	shēnkè	adj	ลึกซึ้ง, ประทับใจลึก
神秘	shénmì	adj	ลึกลับ
深入	shēnrù	v/adj	เจาะลึก, ลงลึก
深远	shēnyuǎn	adj	กว้างไกล, ยาวนาน(ผลกระทบ)
社区	shèqū	n	ชุมชน
设施	shèshī	n	สิ่งอำนวยความสะดวก
摄影	shèyǐng	v	การถ่ายภาพ
设置	shèzhì	v	ตั้งค่า, ติดตั้ง
式	shì	suffix	แบบ, รูปแบบ (คำเสริมท้าย)
诗	shī	n	บทกวี
湿	shī	adj	เปียกชื้น
时差	shíchā	n	ความต่างเวลา (ไทม์โซน)
时常	shícháng	adv	บ่อยครั้ง
时代	shídài	n	ยุคสมัย
适当	shìdàng	adj	เหมาะสม
似的	shìde	part	เหมือนกับ... (คำเสริม)
使得	shǐde	v	ทำให้เกิดผล, ส่งผลให้
事故	shìgù	n	อุบัติเหตุ
实践	shíjiàn	v	การลงมือปฏิบัติจริง
事件	shìjiàn	n	เหตุการณ์
试卷	shìjuàn	n	ข้อสอบ
时刻	shíkè	n/adv	ช่วงเวลา, ขณะ
实力	shílì	n	ความแข็งแกร่ง, ศักยภาพ
失恋	shīliàn	v	อกหัก
失眠	shīmián	v	นอนไม่หลับ
市民	shìmín	n	พลเมือง, ชาวเมือง
时期	shíqī	n	ช่วงเวลา, ยุคสมัย
诗人	shīrén	n	กวี
实施	shíshī	v	ดำเนินการ, บังคับใช้
事实	shìshí	n	ข้อเท็จจริง
石头	shítou	n	หิน, ก้อนหิน
视为	shìwéi	v	มองว่าเป็น, ถือเป็น
事物	shìwù	n	สรรพสิ่ง, สิ่งของต่างๆ
失误	shīwù	v/n	ความผิดพลาด
实习	shíxí	v	ฝึกงาน
实现	shíxiàn	v	ทำให้เป็นจริง, บรรลุผล
事先	shìxiān	n	ล่วงหน้า, ก่อนหน้า
实行	shíxíng	v	ดำเนินการ, บังคับใช้
实验	shíyàn	v/n	การทดลอง
试验	shìyàn	v	ทดลอง, ทดสอบ
实验室	shíyànshì	n	ห้องปฏิบัติการ, ห้องแล็บ
事业	shìyè	n	กิจการ, งานอาชีพ
失业	shīyè	v	ตกงาน, ว่างงาน
实用	shíyòng	adj	ใช้งานได้จริง, ปฏิบัติได้
